tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
194,2020-11-21 10:28:42.2180,2020-11-21 10:31:56.5590,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3187,Warren St,40.7211236,-74.03805095,47045,Subscriber,1964,2
516,2020-11-21 10:28:43.2460,2020-11-21 10:37:19.6360,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,45234,Subscriber,1977,2
235,2020-11-21 10:32:11.8170,2020-11-21 10:36:06.9190,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,40947,Subscriber,1992,1
255,2020-11-21 10:33:09.6360,2020-11-21 10:37:25.3730,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44322,Subscriber,1994,2
380,2020-11-21 10:33:11.4610,2020-11-21 10:39:31.7910,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42014,Subscriber,1994,1
490,2020-11-21 10:33:52.9930,2020-11-21 10:42:03.3050,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.7177325,-74.043845,45352,Customer,1997,2
256,2020-11-21 10:34:57.6460,2020-11-21 10:39:14.1220,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,42538,Subscriber,1995,1
2701,2020-11-21 10:35:06.7900,2020-11-21 11:20:08.5580,3213,Van Vorst Park,40.71848892,-74.047726625,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,42614,Subscriber,1966,1
933,2020-11-21 10:35:46.0050,2020-11-21 10:51:19.3080,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3202,Newport PATH,40.7272235,-74.0337589,38358,Customer,1994,1
363,2020-11-21 10:36:07.9190,2020-11-21 10:42:11.8710,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3679,Bergen Ave,40.722103786686034,-74.07145500183105,42267,Subscriber,1960,1
505,2020-11-21 10:37:49.4420,2020-11-21 10:46:15.2190,3193,Lincoln Park,40.7246050998869,-74.07840594649315,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,44398,Subscriber,1985,1
1143,2020-11-21 10:37:55.6710,2020-11-21 10:56:59.1620,3220,5 Corners Library,40.73496102000952,-74.0595030784607,3187,Warren St,40.7211236,-74.03805095,44723,Subscriber,1988,1
658,2020-11-21 10:39:36.8530,2020-11-21 10:50:35.7710,3267,Morris Canal,40.7124188237569,-74.03852552175522,3199,Newport Pkwy,40.7287448,-74.0321082,42609,Subscriber,1983,2
2226,2020-11-21 10:39:44.2860,2020-11-21 11:16:50.2910,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42280,Customer,1969,0
11634,2020-11-21 10:40:04.4950,2020-11-21 13:53:58.5920,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3213,Van Vorst Park,40.71848892,-74.047726625,38906,Customer,1969,0
1889,2020-11-21 10:42:39.6790,2020-11-21 11:14:09.2790,3483,Montgomery St,40.71942,-74.05099,3220,5 Corners Library,40.73496102000952,-74.0595030784607,42419,Subscriber,1958,1
238,2020-11-21 10:42:49.2630,2020-11-21 10:46:47.5930,3186,Grove St PATH,40.71958611647166,-74.04311746358871,3203,Hamilton Park,40.727595966,-74.044247311,46541,Subscriber,1989,1
11460,2020-11-21 10:42:51.6710,2020-11-21 13:53:52.0920,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3213,Van Vorst Park,40.71848892,-74.047726625,43738,Customer,1969,0
544,2020-11-21 10:43:27.7540,2020-11-21 10:52:31.9220,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.727595966,-74.044247311,42355,Customer,1969,0
316,2020-11-21 10:43:49.1900,2020-11-21 10:49:05.8410,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44913,Subscriber,1987,2
416,2020-11-21 10:44:01.9290,2020-11-21 10:50:58.0160,3211,Newark Ave,40.72152515,-74.046304543,3202,Newport PATH,40.7272235,-74.0337589,19153,Subscriber,1993,0
663,2020-11-21 10:44:04.8820,2020-11-21 10:55:08.0270,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,33887,Subscriber,1949,1
337,2020-11-21 10:44:17.4500,2020-11-21 10:49:54.4910,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3273,Manila & 1st,40.72165072487999,-74.04288411140442,49058,Subscriber,1988,1
8719,2020-11-21 10:44:46.6820,2020-11-21 13:10:06.4730,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42528,Customer,1990,1
460,2020-11-21 10:44:47.3980,2020-11-21 10:52:27.9720,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3203,Hamilton Park,40.727595966,-74.044247311,44087,Subscriber,1978,1
8640,2020-11-21 10:44:49.4430,2020-11-21 13:08:49.6040,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42213,Customer,1995,2
701,2020-11-21 10:44:51.7270,2020-11-21 10:56:33.4750,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.7177325,-74.043845,42323,Subscriber,1985,1
923,2020-11-21 10:45:14.8080,2020-11-21 11:00:38.7830,3185,City Hall,40.7177325,-74.043845,3267,Morris Canal,40.7124188237569,-74.03852552175522,45352,Subscriber,1962,1
558,2020-11-21 10:46:27.9570,2020-11-21 10:55:46.3700,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958611647166,-74.04311746358871,45341,Subscriber,1991,1
539,2020-11-21 10:47:13.1730,2020-11-21 10:56:13.0780,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.727595966,-74.044247311,45683,Customer,1990,2
245,2020-11-21 10:47:38.3430,2020-11-21 10:51:43.9160,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,44531,Subscriber,1991,2
2252,2020-11-21 10:47:55.1430,2020-11-21 11:25:28.0200,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,45277,Subscriber,1979,1
638,2020-11-21 10:49:23.9420,2020-11-21 11:00:02.1600,3211,Newark Ave,40.72152515,-74.046304543,3199,Newport Pkwy,40.7287448,-74.0321082,44400,Subscriber,1985,1
699,2020-11-21 10:49:43.9090,2020-11-21 11:01:23.1610,3203,Hamilton Park,40.727595966,-74.044247311,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,41696,Customer,1972,2
