tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
372,2020-11-24 05:59:07.3990,2020-11-24 06:05:20.3930,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3195,Sip Ave,40.73089709786179,-74.06391263008118,42280,Subscriber,1996,1
3308,2020-11-24 06:07:25.5100,2020-11-24 07:02:34.3810,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44212,Subscriber,1966,1
572,2020-11-24 06:08:30.9430,2020-11-24 06:18:03.3580,3203,Hamilton Park,40.727595966,-74.044247311,3184,Paulus Hook,40.7141454,-74.0335519,40867,Subscriber,1969,1
566,2020-11-24 06:12:37.1760,2020-11-24 06:22:03.4850,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42376,Subscriber,1991,1
153,2020-11-24 06:17:42.3840,2020-11-24 06:20:15.8040,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42617,Subscriber,1970,1
988,2020-11-24 06:20:08.6760,2020-11-24 06:36:37.5550,3184,Paulus Hook,40.7141454,-74.0335519,3919,Wall St & South St,40.70437,-74.00637,40867,Subscriber,1969,1
220,2020-11-24 06:20:50.7900,2020-11-24 06:24:31.0740,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26857,Subscriber,1986,1
171,2020-11-24 06:23:34.2530,2020-11-24 06:26:25.9340,3681,Grand St,40.71517767732029,-74.03768330812454,3275,Columbus Drive,40.71835519823214,-74.03891444206238,27479,Subscriber,1985,1
319,2020-11-24 06:28:17.6900,2020-11-24 06:33:37.0090,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,42242,Subscriber,1981,1
215,2020-11-24 06:35:36.0470,2020-11-24 06:39:11.6730,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3213,Van Vorst Park,40.71848892,-74.047726625,44973,Subscriber,1989,1
308,2020-11-24 06:40:10.2540,2020-11-24 06:45:18.7380,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,20003,Subscriber,1967,1
384,2020-11-24 06:49:53.0760,2020-11-24 06:56:17.8700,3267,Morris Canal,40.7124188237569,-74.03852552175522,3639,Harborside,40.7192517,-74.034234,42014,Subscriber,1978,2
228,2020-11-24 06:50:27.5000,2020-11-24 06:54:15.8820,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3280,Astor Place,40.71928220070702,-74.07126188278198,42151,Subscriber,1993,2
312,2020-11-24 06:51:52.5150,2020-11-24 06:57:05.5000,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42601,Subscriber,1982,1
326,2020-11-24 06:52:33.7100,2020-11-24 06:58:00.0810,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42432,Subscriber,1980,1
320,2020-11-24 06:54:07.4420,2020-11-24 06:59:27.9350,3211,Newark Ave,40.72152515,-74.046304543,3213,Van Vorst Park,40.71848892,-74.047726625,18401,Subscriber,1956,1
125,2020-11-24 06:56:08.6610,2020-11-24 06:58:14.0530,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44414,Subscriber,1991,2
686,2020-11-24 06:57:59.8860,2020-11-24 07:09:26.1030,3207,Oakland Ave,40.7376037,-74.0524783,3199,Newport Pkwy,40.7287448,-74.0321082,29727,Subscriber,1991,1
299,2020-11-24 07:00:49.1060,2020-11-24 07:05:48.2010,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42267,Subscriber,1984,2
290,2020-11-24 07:00:56.1770,2020-11-24 07:05:46.3910,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42316,Subscriber,1984,1
1010,2020-11-24 07:02:53.9880,2020-11-24 07:19:44.6320,3203,Hamilton Park,40.727595966,-74.044247311,3268,Lafayette Park,40.71346382669195,-74.06285852193832,44223,Customer,1993,1
665,2020-11-24 07:03:06.3350,2020-11-24 07:14:12.0990,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.727595966,-74.044247311,44212,Subscriber,1966,1
820,2020-11-24 07:05:33.3810,2020-11-24 07:19:13.7140,3184,Paulus Hook,40.7141454,-74.0335519,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,47256,Subscriber,1990,1
293,2020-11-24 07:14:32.1410,2020-11-24 07:19:26.0550,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42538,Subscriber,1970,2
121,2020-11-24 07:15:09.4540,2020-11-24 07:17:11.0250,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42382,Subscriber,1977,1
2543,2020-11-24 07:16:00.1990,2020-11-24 07:58:24.1850,3211,Newark Ave,40.72152515,-74.046304543,3211,Newark Ave,40.72152515,-74.046304543,34154,Subscriber,1989,1
538,2020-11-24 07:17:59.4380,2020-11-24 07:26:57.8930,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3184,Paulus Hook,40.7141454,-74.0335519,46190,Subscriber,1990,1
443,2020-11-24 07:18:49.7930,2020-11-24 07:26:13.2750,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3184,Paulus Hook,40.7141454,-74.0335519,41583,Subscriber,1983,1
78,2020-11-24 07:19:41.0540,2020-11-24 07:20:59.5360,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42465,Subscriber,1990,2
256,2020-11-24 07:21:42.1880,2020-11-24 07:25:58.9590,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,34020,Subscriber,1990,2
108,2020-11-24 07:22:42.3860,2020-11-24 07:24:30.3940,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3185,City Hall,40.7177325,-74.043845,44744,Subscriber,1967,1
67,2020-11-24 07:24:37.0210,2020-11-24 07:25:44.6700,3185,City Hall,40.7177325,-74.043845,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40517,Subscriber,1967,1
148,2020-11-24 07:28:26.0940,2020-11-24 07:30:54.3660,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3638,Washington St,40.7242941,-74.0354826,42542,Subscriber,1990,1
701,2020-11-24 07:29:14.3370,2020-11-24 07:40:55.5270,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42601,Customer,1969,0
486,2020-11-24 07:31:16.2850,2020-11-24 07:39:22.5970,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958611647166,-74.04311746358871,47188,Subscriber,1969,1
1399,2020-11-24 07:33:58.7050,2020-11-24 07:57:17.8650,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42194,Subscriber,1980,1
592,2020-11-24 07:34:34.9940,2020-11-24 07:44:27.5770,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.7177325,-74.043845,43235,Subscriber,1984,1
885,2020-11-24 07:37:38.5990,2020-11-24 07:52:23.8860,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3203,Hamilton Park,40.727595966,-74.044247311,44364,Customer,1993,1
987,2020-11-24 07:42:40.0170,2020-11-24 07:59:07.5380,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,44671,Subscriber,1997,2
239,2020-11-24 07:42:40.2970,2020-11-24 07:46:39.6030,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3275,Columbus Drive,40.71835519823214,-74.03891444206238,43543,Subscriber,1985,2
365,2020-11-24 07:45:09.2640,2020-11-24 07:51:15.1610,3195,Sip Ave,40.73089709786179,-74.06391263008118,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42485,Subscriber,1988,1
347,2020-11-24 07:45:47.1210,2020-11-24 07:51:34.5070,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3275,Columbus Drive,40.71835519823214,-74.03891444206238,47256,Subscriber,1986,1
177,2020-11-24 07:45:47.5040,2020-11-24 07:48:45.0990,3184,Paulus Hook,40.7141454,-74.0335519,3639,Harborside,40.7192517,-74.034234,46190,Subscriber,1977,1
398,2020-11-24 07:46:22.5070,2020-11-24 07:53:01.4700,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44492,Subscriber,1979,1
333,2020-11-24 07:48:04.1240,2020-11-24 07:53:37.8520,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3186,Grove St PATH,40.71958611647166,-74.04311746358871,39433,Subscriber,1995,2
761,2020-11-24 07:48:52.8420,2020-11-24 08:01:34.3350,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,42492,Subscriber,1966,1
303,2020-11-24 07:52:07.7520,2020-11-24 07:57:10.7950,3185,City Hall,40.7177325,-74.043845,3638,Washington St,40.7242941,-74.0354826,44744,Subscriber,1976,1
598,2020-11-24 07:56:27.1750,2020-11-24 08:06:25.3390,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,33677,Subscriber,1989,2
178,2020-11-24 07:57:42.7920,2020-11-24 08:00:41.4330,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,27622,Subscriber,1993,1
111,2020-11-24 07:57:47.4790,2020-11-24 07:59:38.4930,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42358,Subscriber,1974,2
