tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
3331,2020-11-14 14:39:56.5380,2020-11-14 15:35:27.6790,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3267,Morris Canal,40.7124188237569,-74.03852552175522,44920,Customer,1969,0
431,2020-11-14 14:40:04.5360,2020-11-14 14:47:16.1940,3211,Newark Ave,40.72152515,-74.046304543,3205,JC Medical Center,40.71653978099194,-74.0496379137039,25176,Subscriber,1992,1
3505,2020-11-14 14:40:06.6960,2020-11-14 15:38:31.8450,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42255,Customer,1991,1
400,2020-11-14 14:40:49.6990,2020-11-14 14:47:30.4540,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42195,Subscriber,1992,1
3973,2020-11-14 14:41:34.8320,2020-11-14 15:47:48.4770,3267,Morris Canal,40.7124188237569,-74.03852552175522,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44785,Subscriber,1996,2
1129,2020-11-14 14:41:40.7430,2020-11-14 15:00:29.9400,3199,Newport Pkwy,40.7287448,-74.0321082,3213,Van Vorst Park,40.71848892,-74.047726625,29832,Customer,1973,1
7147,2020-11-14 14:41:56.6150,2020-11-14 16:41:04.3550,3481,York St,40.71649,-74.04105,3185,City Hall,40.7177325,-74.043845,42538,Customer,1997,1
1735,2020-11-14 14:42:29.6630,2020-11-14 15:11:25.3000,3638,Washington St,40.7242941,-74.0354826,3638,Washington St,40.7242941,-74.0354826,39685,Customer,1985,1
71,2020-11-14 14:44:50.9930,2020-11-14 14:46:02.9450,3185,City Hall,40.7177325,-74.043845,3185,City Hall,40.7177325,-74.043845,27453,Subscriber,1974,1
721,2020-11-14 14:45:35.2770,2020-11-14 14:57:36.2880,3220,5 Corners Library,40.73496102000952,-74.0595030784607,3198,Heights Elevator,40.74871594538023,-74.04044330120087,44418,Subscriber,1994,1
6953,2020-11-14 14:45:38.0600,2020-11-14 16:41:31.3510,3481,York St,40.71649,-74.04105,3185,City Hall,40.7177325,-74.043845,14598,Customer,1999,1
980,2020-11-14 14:45:40.2930,2020-11-14 15:02:01.2310,3280,Astor Place,40.71928220070702,-74.07126188278198,3184,Paulus Hook,40.7141454,-74.0335519,44270,Subscriber,2001,1
410,2020-11-14 14:46:01.3480,2020-11-14 14:52:51.4760,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3638,Washington St,40.7242941,-74.0354826,42444,Subscriber,1973,2
667,2020-11-14 14:46:25.2810,2020-11-14 14:57:32.6140,3211,Newark Ave,40.72152515,-74.046304543,3267,Morris Canal,40.7124188237569,-74.03852552175522,44576,Subscriber,1976,2
4325,2020-11-14 14:46:29.6100,2020-11-14 15:58:34.6280,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978099194,-74.0496379137039,44345,Subscriber,1974,1
