tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
4079,2020-05-16 18:16:47.6720,2020-05-16 19:24:47.2950,3192,Liberty Light Rail,40.7112423,-74.0557013,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,42447,Customer,1993,1
2792,2020-05-16 18:18:24.0310,2020-05-16 19:04:56.4050,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42449,Customer,1969,0
2710,2020-05-16 18:19:09.9510,2020-05-16 19:04:20.6160,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42193,Customer,1990,1
1092,2020-05-16 18:22:17.3620,2020-05-16 18:40:30.2540,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3225,Baldwin at Montgomery,40.7236589,-74.0641943,42331,Subscriber,1984,2
2611,2020-05-16 18:22:26.2030,2020-05-16 19:05:57.4020,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42283,Customer,1997,2
738,2020-05-16 18:22:38.7070,2020-05-16 18:34:57.2230,3202,Newport PATH,40.7272235,-74.0337589,3267,Morris Canal,40.7124188237569,-74.03852552175522,42274,Subscriber,1992,1
836,2020-05-16 18:23:39.5790,2020-05-16 18:37:36.3870,3199,Newport Pkwy,40.7287448,-74.0321082,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,42250,Subscriber,1978,1
2370,2020-05-16 18:25:08.3040,2020-05-16 19:04:38.4290,3192,Liberty Light Rail,40.7112423,-74.0557013,3268,Lafayette Park,40.71346382669195,-74.06285852193832,42145,Customer,1969,0
437,2020-05-16 18:27:14.5710,2020-05-16 18:34:31.6790,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3483,Montgomery St,40.71942,-74.05099,42555,Subscriber,1980,1
2900,2020-05-16 18:28:04.5760,2020-05-16 19:16:25.1820,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42143,Customer,1988,2
1874,2020-05-16 18:28:39.6110,2020-05-16 18:59:54.1320,3196,Riverview Park,40.7443187,-74.0439909,3196,Riverview Park,40.7443187,-74.0439909,42197,Customer,1996,1
1385,2020-05-16 18:29:52.5010,2020-05-16 18:52:58.4810,3206,Hilltop,40.7311689,-74.0575736,3199,Newport Pkwy,40.7287448,-74.0321082,42163,Subscriber,1990,1
427,2020-05-16 18:29:52.5300,2020-05-16 18:37:00.0870,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42316,Subscriber,1975,2
1071,2020-05-16 18:29:59.3800,2020-05-16 18:47:51.2060,3280,Astor Place,40.71928220070702,-74.07126188278198,3191,Union St,40.7182113,-74.0836394,42129,Subscriber,1988,1
427,2020-05-16 18:30:05.1070,2020-05-16 18:37:12.4790,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,42406,Subscriber,1970,1
5684,2020-05-16 18:30:12.9710,2020-05-16 20:04:57.0540,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42211,Customer,1969,0
2702,2020-05-16 18:31:06.0800,2020-05-16 19:16:08.8860,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42108,Customer,1989,1
572,2020-05-16 18:31:46.6700,2020-05-16 18:41:19.3780,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,42499,Subscriber,1993,0
1449,2020-05-16 18:32:27.6740,2020-05-16 18:56:36.9530,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3203,Hamilton Park,40.727595966,-74.044247311,42107,Subscriber,1998,1
1419,2020-05-16 18:33:04.0710,2020-05-16 18:56:43.9640,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3203,Hamilton Park,40.727595966,-74.044247311,42453,Customer,1969,0
3317,2020-05-16 18:33:11.5620,2020-05-16 19:28:28.8390,3192,Liberty Light Rail,40.7112423,-74.0557013,3681,Grand St,40.71517767732029,-74.03768330812454,42493,Customer,1973,1
1746,2020-05-16 18:33:21.4910,2020-05-16 19:02:27.7260,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42483,Customer,1994,2
1732,2020-05-16 18:33:23.2890,2020-05-16 19:02:16.1650,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42273,Customer,1993,1
5475,2020-05-16 18:33:42.1490,2020-05-16 20:04:57.9920,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42411,Customer,1969,0
1275,2020-05-16 18:34:02.1520,2020-05-16 18:55:18.1130,3213,Van Vorst Park,40.71848892,-74.047726625,3213,Van Vorst Park,40.71848892,-74.047726625,42171,Subscriber,1991,1
145,2020-05-16 18:34:36.2150,2020-05-16 18:37:01.8850,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42393,Subscriber,1989,1
446,2020-05-16 18:35:33.1340,2020-05-16 18:42:59.9350,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,38937,Customer,1990,2
377,2020-05-16 18:35:38.6440,2020-05-16 18:41:56.2580,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,42467,Customer,1992,2
5241,2020-05-16 18:36:13.5470,2020-05-16 20:03:35.0610,3203,Hamilton Park,40.727595966,-74.044247311,3203,Hamilton Park,40.727595966,-74.044247311,42182,Customer,1990,2
1185,2020-05-16 18:36:49.6530,2020-05-16 18:56:35.1220,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42195,Subscriber,1958,1
523,2020-05-16 18:37:19.4430,2020-05-16 18:46:03.1090,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42252,Customer,1995,2
510,2020-05-16 18:37:32.7170,2020-05-16 18:46:03.4920,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42591,Customer,1991,1
2612,2020-05-16 18:37:54.2240,2020-05-16 19:21:26.4780,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42218,Customer,1989,2
2616,2020-05-16 18:37:57.2100,2020-05-16 19:21:33.6380,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978099194,-74.0496379137039,42393,Subscriber,1989,1
68,2020-05-16 18:41:11.9070,2020-05-16 18:42:20.7550,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,42208,Subscriber,1978,1
1045,2020-05-16 18:41:22.6670,2020-05-16 18:58:48.4130,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,3278,Monmouth and 6th,40.72568548362901,-74.04879033565521,42365,Subscriber,1985,1
326,2020-05-16 18:41:50.3690,2020-05-16 18:47:16.4330,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,42438,Subscriber,1956,1
