tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1100,2020-11-18 04:57:07.0040,2020-11-18 05:15:27.1330,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,43235,Customer,2000,1
326,2020-11-18 05:22:07.6140,2020-11-18 05:27:33.9730,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,41620,Subscriber,1981,1
293,2020-11-18 05:39:58.0890,2020-11-18 05:44:51.0990,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,3195,Sip Ave,40.73089709786179,-74.06391263008118,45255,Subscriber,1981,1
319,2020-11-18 05:41:21.1210,2020-11-18 05:46:40.6880,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,44690,Subscriber,1983,2
212,2020-11-18 05:43:48.1680,2020-11-18 05:47:20.5970,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,45363,Subscriber,1991,2
975,2020-11-18 06:09:15.2670,2020-11-18 06:25:30.9330,3209,Brunswick St,40.7241765,-74.0506564,3198,Heights Elevator,40.74871594538023,-74.04044330120087,33677,Subscriber,1964,1
643,2020-11-18 06:09:24.1470,2020-11-18 06:20:08.0140,3203,Hamilton Park,40.727595966,-74.044247311,3184,Paulus Hook,40.7141454,-74.0335519,42350,Subscriber,1969,1
192,2020-11-18 06:12:44.8450,2020-11-18 06:15:57.2450,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,40207,Subscriber,1986,1
2304,2020-11-18 06:13:18.8600,2020-11-18 06:51:43.3500,3267,Morris Canal,40.7124188237569,-74.03852552175522,3267,Morris Canal,40.7124188237569,-74.03852552175522,42213,Subscriber,1959,1
416,2020-11-18 06:19:51.9790,2020-11-18 06:26:48.7730,3679,Bergen Ave,40.722103786686034,-74.07145500183105,3195,Sip Ave,40.73089709786179,-74.06391263008118,42191,Subscriber,1996,1
213,2020-11-18 06:23:36.9370,2020-11-18 06:27:10.0600,3267,Morris Canal,40.7124188237569,-74.03852552175522,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42623,Subscriber,1973,1
2695,2020-11-18 06:24:00.9530,2020-11-18 07:08:56.6170,3195,Sip Ave,40.73089709786179,-74.06391263008118,3280,Astor Place,40.71928220070702,-74.07126188278198,45255,Subscriber,1959,1
218,2020-11-18 06:26:44.4230,2020-11-18 06:30:22.4980,3184,Paulus Hook,40.7141454,-74.0335519,3275,Columbus Drive,40.71835519823214,-74.03891444206238,35192,Subscriber,1978,1
378,2020-11-18 06:29:20.0590,2020-11-18 06:35:38.8620,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,47258,Subscriber,1981,1
423,2020-11-18 06:30:48.1420,2020-11-18 06:37:52.0600,3194,McGinley Square,40.7253399253558,-74.06762212514877,3195,Sip Ave,40.73089709786179,-74.06391263008118,20748,Customer,1969,0
156,2020-11-18 06:31:38.2640,2020-11-18 06:34:14.6160,3681,Grand St,40.71517767732029,-74.03768330812454,3275,Columbus Drive,40.71835519823214,-74.03891444206238,40790,Subscriber,1985,1
130,2020-11-18 06:34:18.6550,2020-11-18 06:36:29.1600,3279,Dixon Mills,40.721630142638354,-74.04996782541275,3186,Grove St PATH,40.71958611647166,-74.04311746358871,47252,Subscriber,1970,1
531,2020-11-18 06:39:48.0550,2020-11-18 06:48:39.4690,3267,Morris Canal,40.7124188237569,-74.03852552175522,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44381,Subscriber,1988,1
369,2020-11-18 06:44:10.6600,2020-11-18 06:50:19.7710,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3205,JC Medical Center,40.71653978099194,-74.0496379137039,34038,Customer,2000,1
505,2020-11-18 06:48:21.6140,2020-11-18 06:56:47.0460,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3186,Grove St PATH,40.71958611647166,-74.04311746358871,26712,Subscriber,1989,1
461,2020-11-18 06:49:05.7400,2020-11-18 06:56:47.1220,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44913,Customer,1998,1
129,2020-11-18 06:49:58.1800,2020-11-18 06:52:07.9410,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,46291,Subscriber,1989,1
263,2020-11-18 06:50:28.0100,2020-11-18 06:54:51.8770,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958611647166,-74.04311746358871,38358,Subscriber,1991,2
320,2020-11-18 06:53:23.7620,2020-11-18 06:58:44.3470,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,42456,Subscriber,1982,1
315,2020-11-18 06:54:14.6700,2020-11-18 06:59:30.0770,3199,Newport Pkwy,40.7287448,-74.0321082,3275,Columbus Drive,40.71835519823214,-74.03891444206238,42352,Subscriber,1980,1
304,2020-11-18 06:55:27.3710,2020-11-18 07:00:31.7340,3272,Jersey & 3rd,40.72333158646436,-74.04595255851744,3205,JC Medical Center,40.71653978099194,-74.0496379137039,46539,Subscriber,1956,1
751,2020-11-18 07:01:41.6620,2020-11-18 07:14:13.0580,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3186,Grove St PATH,40.71958611647166,-74.04311746358871,42363,Subscriber,1980,1
253,2020-11-18 07:04:11.2070,2020-11-18 07:08:24.2610,3269,Brunswick & 6th,40.72601172964625,-74.05038893222809,3273,Manila & 1st,40.72165072487999,-74.04288411140442,42525,Subscriber,1980,1
582,2020-11-18 07:09:38.4710,2020-11-18 07:19:20.9490,3280,Astor Place,40.71928220070702,-74.07126188278198,3195,Sip Ave,40.73089709786179,-74.06391263008118,45255,Subscriber,1959,1
121,2020-11-18 07:10:35.9750,2020-11-18 07:12:37.7060,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3187,Warren St,40.7211236,-74.03805095,42525,Subscriber,1983,1
401,2020-11-18 07:14:57.2850,2020-11-18 07:21:39.1590,3268,Lafayette Park,40.71346382669195,-74.06285852193832,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44704,Subscriber,1990,1
489,2020-11-18 07:15:04.2530,2020-11-18 07:23:13.6750,3273,Manila & 1st,40.72165072487999,-74.04288411140442,3184,Paulus Hook,40.7141454,-74.0335519,44723,Subscriber,1983,1
336,2020-11-18 07:15:10.4210,2020-11-18 07:20:46.9670,3203,Hamilton Park,40.727595966,-74.044247311,3186,Grove St PATH,40.71958611647166,-74.04311746358871,43098,Subscriber,1970,2
121,2020-11-18 07:16:10.4870,2020-11-18 07:18:12.3390,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,3211,Newark Ave,40.72152515,-74.046304543,43568,Subscriber,1991,1
223,2020-11-18 07:17:40.0570,2020-11-18 07:21:23.5030,3213,Van Vorst Park,40.71848892,-74.047726625,3186,Grove St PATH,40.71958611647166,-74.04311746358871,44691,Subscriber,1986,1
173,2020-11-18 07:19:31.3570,2020-11-18 07:22:24.4550,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,25176,Subscriber,1967,1
379,2020-11-18 07:21:24.7590,2020-11-18 07:27:44.1400,3275,Columbus Drive,40.71835519823214,-74.03891444206238,3184,Paulus Hook,40.7141454,-74.0335519,40790,Subscriber,1978,1
402,2020-11-18 07:23:57.3550,2020-11-18 07:30:40.2630,3211,Newark Ave,40.72152515,-74.046304543,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44342,Subscriber,1989,1
342,2020-11-18 07:25:56.5280,2020-11-18 07:31:39.3250,3209,Brunswick St,40.7241765,-74.0506564,3639,Harborside,40.7192517,-74.034234,45764,Subscriber,1979,1
179,2020-11-18 07:27:22.4440,2020-11-18 07:30:21.8930,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,3186,Grove St PATH,40.71958611647166,-74.04311746358871,33887,Subscriber,1990,1
381,2020-11-18 07:27:24.5870,2020-11-18 07:33:46.3830,3195,Sip Ave,40.73089709786179,-74.06391263008118,3678,Fairmount Ave,40.72572613742557,-74.07195925712585,42191,Subscriber,1994,2
389,2020-11-18 07:27:24.9920,2020-11-18 07:33:54.6430,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,39421,Customer,1969,0
315,2020-11-18 07:27:45.1730,2020-11-18 07:33:00.5270,3205,JC Medical Center,40.71653978099194,-74.0496379137039,3270,Jersey & 6th St,40.72528910781132,-74.04557168483734,42112,Subscriber,1990,2
1361,2020-11-18 07:28:25.8680,2020-11-18 07:51:06.9940,3677,Glenwood Ave,40.72755146730012,-74.07106071710587,3276,Marin Light Rail,40.71458403535893,-74.04281705617905,44721,Subscriber,1980,1
645,2020-11-18 07:31:02.4510,2020-11-18 07:41:48.1830,3277,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,3185,City Hall,40.7177325,-74.043845,42396,Subscriber,1984,1
